time,open,high,low,close,Fractal High,Fractal Low,Chars,Chars,Chars,Chars,Chars,Chars,Chars
1758892500,6678.25,6679.5,6672.25,6673.25,0,0,0,0,0,0,0,0,0
1758893400,6673.5,6696,6667.5,6689,0,1,0,0,0,0,0,0,0
1758894300,6689.25,6698.25,6682.75,6696.75,0,0,0,0,0,0,0,0,0
1758895200,6696.5,6703,6671,6674.25,1,0,0,0,0,0,0,0,0
1758896100,6674,6676.25,6657.25,6666.25,0,1,0,0,0,0,0,0,0
1758897000,6666.25,6678.25,6659.5,6673.5,1,0,0,0,0,0,0,0,0
1758897900,6673.75,6676.5,6659.75,6663,0,0,0,0,0,0,0,0,0
1758898800,6662.75,6669,6660.5,6660.75,0,0,0,0,0,0,0,0,0
1758899700,6660.75,6678.25,6658.75,6678,0,1,0,0,0,0,0,0,0
1758900600,6678,6679.5,6668.75,6673.25,1,0,0,0,0,0,0,0,0
1758901500,6673,6675.25,6664.75,6665.25,0,0,0,0,0,0,0,0,0
1758902400,6665.5,6670.5,6663.25,6669.75,0,1,0,0,0,0,0,0,0
1758903300,6669.5,6686.75,6668.25,6683.5,0,0,0,0,0,0,0,0,0
1758904200,6683.25,6688.75,6679.25,6687.5,0,0,0,0,0,0,0,0,0
1758905100,6687,6694,6684.25,6692.25,0,0,0,0,0,0,0,0,0
1758906000,6692.25,6695.75,6690.25,6695,0,0,0,0,0,0,0,0,0
1758906900,6695,6696.5,6690.75,6695.25,0,0,0,0,0,0,0,0,0
1758907800,6695.5,6696.75,6692.25,6694,1,0,0,0,0,0,0,0,0
1758908700,6694.25,6694.5,6686.25,6692.25,0,1,0,0,0,0,0,0,0
1758909600,6692.25,6695,6687.25,6692,0,0,0,0,0,0,0,0,0
1758910500,6692.25,6699.25,6692,6696.5,0,0,0,0,0,0,0,0,0
1758911400,6696.5,6700.5,6696,6697.5,1,0,0,0,0,0,0,0,0
1758912300,6697.75,6699,6693.25,6698,0,0,0,0,0,0,0,0,0
1758913200,6698,6699,6693,6693.75,0,0,0,0,0,0,0,0,0
1758914100,6693.5,6697.75,6691.5,6695,0,1,0,0,0,0,0,0,0
1758915000,6694.75,6695.75,6692.5,6693.25,0,0,0,0,0,0,0,0,0
1758915900,6693.25,6698.5,6689.75,6696.25,0,1,0,0,0,0,0,0,0
1758916800,6696.5,6701.75,6695.25,6701.5,0,0,0,0,0,0,0,0,0
1758917700,6701.5,6702.5,6700.75,6702.5,0,0,0,0,0,0,0,0,0
1758918600,6702.25,6703,6700,6700.5,1,0,0,0,0,0,0,0,0
1758919500,6700.25,6700.5,6696.25,6697.5,0,1,0,0,0,0,0,0,0
1759096800,6697.25,6702.25,6696.75,6700.75,0,0,0,0,0,0,0,0,0
1759097700,6700.75,6703.75,6700.25,6701,0,0,0,0,0,0,0,0,0
1759098600,6701.25,6704.75,6699.75,6703.5,0,1,0,0,0,0,0,0,0
1759099500,6703.25,6705.75,6702.5,6702.75,1,0,0,0,0,0,0,0,0
1759100400,6702.75,6704.5,6702.5,6703,0,0,0,0,0,0,0,0,0
1759101300,6703,6707.75,6702.25,6704.75,1,1,0,0,0,0,0,0,0
1759102200,6704.5,6706.25,6702.75,6705.5,0,0,0,0,0,0,0,0,0
1759103100,6705.5,6707.5,6704.25,6705.5,0,0,0,0,0,0,0,0,0
1759104000,6705.75,6709,6704,6708.25,0,1,0,0,0,0,0,0,0
1759104900,6708.5,6712,6707.25,6709.5,0,0,0,0,0,0,0,0,0
1759105800,6709.75,6712.75,6708.5,6712.75,0,0,0,0,0,0,0,0,0
1759106700,6712.75,6713.5,6710.25,6711,1,0,0,0,0,0,0,0,0
1759107600,6711,6711.25,6707,6709.25,0,1,0,0,0,0,0,0,0
1759108500,6709.25,6711,6709.25,6709.5,0,0,0,0,0,0,0,0,0
1759109400,6709.5,6711.75,6709,6711.25,0,1,0,0,0,0,0,0,0
1759110300,6711.25,6713.25,6710.25,6711.25,1,0,0,0,0,0,0,0,0
1759111200,6711.25,6712.75,6709.75,6711.75,0,1,0,0,0,0,0,0,0
1759112100,6711.75,6713.75,6711.5,6713,0,0,0,0,0,0,0,0,0
1759113000,6713.25,6713.75,6712,6712.5,0,0,0,0,0,0,0,0,0
1759113900,6712.25,6714.75,6712.25,6714.5,0,0,0,0,0,0,0,0,0
1759114800,6714.25,6715.5,6713.5,6714.5,0,0,0,0,0,0,0,0,0
1759115700,6714.5,6715.75,6713.5,6715.5,0,0,0,0,0,0,0,0,0
1759116600,6715.75,6716.75,6715,6715.5,1,0,0,0,0,0,0,0,0
1759117500,6715.5,6716.5,6715,6715.75,0,0,0,0,0,0,0,0,0
1759118400,6716,6717.5,6715.25,6717.25,0,0,0,1,0,0,0,0,0
1759119300,6717.5,6719,6717.25,6718.75,1,0,0,0,0,0,0,0,0
1759120200,6718.75,6718.75,6718,6718.5,0,0,0,0,0,0,0,0,0
1759121100,6718.5,6718.5,6717.25,6717.25,0,0,0,0,0,0,0,0,0
1759122000,6717.5,6718.5,6716.5,6718,0,1,0,0,0,0,0,0,0
1759122900,6717.75,6719.5,6717.25,6719,0,0,0,0,0,0,0,0,0
1759123800,6719.25,6720,6717.5,6717.5,1,0,0,0,0,0,0,0,0
1759124700,6717.75,6718.5,6716.25,6717,0,0,0,0,0,0,0,0,0
1759125600,6717,6718.25,6715,6717.75,0,1,0,0,0,0,0,0,0
