timestamp,symbol,event_type,side,price,detected_size,estimated_total_size,fill_count,confidence_score,duration_ms,session_id,cbdr_window,metadata,iceberg_subtype,additional_data
2025-11-14 03:39:31.198587-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.75,1,17,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 1, 'time': 1763109571198586800, 'type': 'STOP', 'isBid': True, 'price': 99855, 'orderId': '6868910831317', 'totalSize': 17, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.198581-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.75,1,16,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 1, 'time': 1763109571198581000, 'type': 'STOP', 'isBid': True, 'price': 99855, 'orderId': '6868910831317', 'totalSize': 16, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.198557-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.75,1,15,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 1, 'time': 1763109571198556600, 'type': 'STOP', 'isBid': True, 'price': 99855, 'orderId': '6868910825058', 'totalSize': 15, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.198550-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.75,1,14,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 1, 'time': 1763109571198550000, 'type': 'STOP', 'isBid': True, 'price': 99855, 'orderId': '6868910862348', 'totalSize': 14, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.198534-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.5,3,13,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 3, 'time': 1763109571198534400, 'type': 'STOP', 'isBid': True, 'price': 99854, 'orderId': '6868910862348', 'totalSize': 13, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.198527-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.5,1,10,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 1, 'time': 1763109571198527000, 'type': 'STOP', 'isBid': True, 'price': 99854, 'orderId': '6868910876572', 'totalSize': 10, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.197987-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.5,1,9,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 1, 'time': 1763109571197987200, 'type': 'STOP', 'isBid': True, 'price': 99854, 'orderId': '6868910876572', 'totalSize': 9, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.197981-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.5,1,8,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 1, 'time': 1763109571197981400, 'type': 'STOP', 'isBid': True, 'price': 99854, 'orderId': '6868910876572', 'totalSize': 8, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.197972-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.5,3,7,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 3, 'time': 1763109571197972500, 'type': 'STOP', 'isBid': True, 'price': 99854, 'orderId': '6868910876572', 'totalSize': 7, 'serialVersionUID': 1721611927160985286}"
2025-11-14 03:39:31.197967-05:00,MNQZ5.CME@RITHMIC,STOP,BUY,24963.5,1,4,0,0.0,,MNQZ5.CME@RITHMIC_20251113_ASIAN,LONDON,,,"{'bid': True, 'size': 1, 'time': 1763109571197967000, 'type': 'STOP', 'isBid': True, 'price': 99854, 'orderId': '6868910876572', 'totalSize': 4, 'serialVersionUID': 1721611927160985286}"
